braid,components,khovanov_homology,free_part,torsion_part,free_part_count,torsion_part_count,total_num_FP_per_row,total_num_FP_per_column,jones_polynomial
"[3, 2, 2, -1, 2, 2, 3, 3, -1]",3,"{-1: {-2: Z}, 1: {-2: 0, -1: C2, 0: 0, 1: 0}, 3: {-2: 0, -1: Z, 0: Z x Z x Z x Z, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {-2: 0, -1: 0, 0: Z x Z x Z, 1: Z x Z x C2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 7: {-2: 0, -1: 0, 0: 0, 1: Z, 2: Z^5 x C2 x C2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 9: {0: 0, 1: 0, 2: Z x Z, 3: Z x C2^5, 4: 0, 5: 0, 6: 0, 7: 0}, 11: {1: 0, 2: 0, 3: Z^5, 4: Z x Z x Z x Z x C2, 5: 0, 6: 0, 7: 0}, 13: {3: 0, 4: Z x Z, 5: Z x Z x C2 x C2 x C2, 6: 0, 7: 0}, 15: {4: 0, 5: Z x Z x Z, 6: Z x C2 x C2, 7: 0}, 17: {6: Z x Z, 7: C2}, 19: {7: Z}}","{(-1, -2): 1, (3, -1): 1, (3, 0): 4, (5, 0): 3, (5, 1): 2, (7, 1): 1, (7, 2): 5, (9, 2): 2, (9, 3): 1, (11, 3): 5, (11, 4): 4, (13, 4): 2, (13, 5): 2, (15, 5): 3, (15, 6): 1, (17, 6): 2, (19, 7): 1}","{(1, -1): {2: 1}, (5, 1): {2: 1}, (7, 2): {2: 2}, (9, 3): {2: 5}, (11, 4): {2: 1}, (13, 5): {2: 3}, (15, 6): {2: 2}, (17, 7): {2: 1}}",40,16,"{-1: 1, 3: 5, 5: 5, 7: 6, 9: 3, 11: 9, 13: 4, 15: 4, 17: 2, 19: 1}","{-2: 1, -1: 1, 0: 7, 1: 3, 2: 7, 3: 6, 4: 6, 5: 5, 6: 3, 7: 1}","{0: 1, 1: -1, 2: 4, 3: -3, 4: 7, 5: -6, 6: 5, 7: -5, 8: 3, 9: -1}"
"[1, -3, -3, -3, -2, -1, -2, 1, 1]",1,"{-13: {-6: 0, -5: 0}, -11: {-6: 0, -5: 0, -4: 0, -3: 0, -2: 0, -1: 0}, -9: {-6: 0, -5: 0, -4: 0, -3: Z, -2: 0, -1: 0, 0: 0}, -7: {-6: 0, -5: 0, -4: 0, -3: 0, -2: C2, -1: 0, 0: 0, 1: 0, 2: 0}, -5: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 1: {-2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, 3: {-1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, 5: {2: 0, 3: 0}}","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}","{-4: -1, -3: 1, -1: 1}"
"[2, 2, -3, 2, 2, 1, -3, -1, 2]",3,"{-3: {-3: 0, -2: Z}, -1: {-3: 0, -2: Z, -1: C2, 0: 0, 1: 0}, 1: {-3: 0, -2: 0, -1: Z x C2, 0: Z x Z x Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 3: {-3: 0, -2: 0, -1: Z, 0: Z^5, 1: Z x C2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}, 5: {-2: 0, -1: 0, 0: Z x Z, 1: Z x Z x C2, 2: Z x Z x C2, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {0: 0, 1: Z, 2: Z x Z x Z x C2, 3: Z x C2 x C2, 4: 0, 5: 0, 6: 0}, 9: {1: 0, 2: Z, 3: Z x Z x Z x C2 x C2, 4: Z x C2, 5: 0, 6: 0}, 11: {3: Z x Z, 4: Z x Z x C2, 5: C2, 6: 0}, 13: {4: Z, 5: Z x C2, 6: 0}, 15: {5: Z, 6: 0}}","{(-3, -2): 1, (-1, -2): 1, (1, -1): 1, (1, 0): 3, (3, -1): 1, (3, 0): 5, (3, 1): 1, (5, 0): 2, (5, 1): 2, (5, 2): 2, (7, 1): 1, (7, 2): 3, (7, 3): 1, (9, 2): 1, (9, 3): 3, (9, 4): 1, (11, 3): 2, (11, 4): 2, (13, 4): 1, (13, 5): 1, (15, 5): 1}","{(-1, -1): {2: 1}, (1, -1): {2: 1}, (3, 1): {2: 1}, (5, 1): {2: 1}, (5, 2): {2: 1}, (7, 2): {2: 1}, (7, 3): {2: 2}, (9, 3): {2: 2}, (9, 4): {2: 1}, (11, 4): {2: 1}, (11, 5): {2: 1}, (13, 5): {2: 1}}",36,14,"{-3: 1, -1: 1, 1: 4, 3: 7, 5: 6, 7: 5, 9: 5, 11: 4, 13: 2, 15: 1}","{-2: 2, -1: 2, 0: 10, 1: 4, 2: 6, 3: 6, 4: 4, 5: 2}","{-1: 1, 1: 2, 2: 1, 3: 1, 5: -1, 6: 1, 7: -1}"
"[1, 2, 1, 1, 1, 1, 1, 2, 2]",2,"{6: {0: Z}, 8: {0: Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}, 10: {0: 0, 1: 0, 2: Z, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}, 12: {0: 0, 1: 0, 2: 0, 3: C2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0}, 14: {2: 0, 3: Z, 4: Z, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0}, 16: {3: 0, 4: 0, 5: C2, 6: 0, 7: 0, 8: 0, 9: 0}, 18: {4: 0, 5: Z, 6: Z, 7: 0, 8: 0, 9: 0}, 20: {5: 0, 6: 0, 7: C2, 8: 0, 9: 0}, 22: {6: 0, 7: Z, 8: Z, 9: 0}, 24: {8: Z, 9: 0}}","{(6, 0): 1, (8, 0): 1, (10, 2): 1, (14, 3): 1, (14, 4): 1, (18, 5): 1, (18, 6): 1, (22, 7): 1, (22, 8): 1, (24, 8): 1}","{(12, 3): {2: 1}, (16, 5): {2: 1}, (20, 7): {2: 1}}",10,3,"{6: 1, 8: 1, 10: 1, 14: 2, 18: 2, 22: 2, 24: 1}","{0: 2, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2}","{7/2: -1, 11/2: -1, 13/2: 1, 15/2: -1, 17/2: 1, 19/2: -1, 21/2: 1, 23/2: -1}"
"[-2, -1, -2, 3, 2, 3, -1, 3, -2]",3,"{-9: {-5: 0, -4: Z, -3: 0, -2: 0}, -7: {-5: 0, -4: Z, -3: 0, -2: 0, -1: 0, 0: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: C2, 0: Z, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z x Z, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 7: {3: 0, 4: 0}}","{(-9, -4): 1, (-7, -4): 1, (-5, -2): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 2}","{(-3, -1): {2: 1}}",10,1,"{-9: 1, -7: 1, -5: 1, -3: 1, -1: 4, 1: 2}","{-4: 2, -2: 1, 0: 6, -1: 1}","{-4: 1, -2: 1, 0: 2}"
"[2, 3, 1, -2, 1, 2, 3, -1, 2]",3,"{1: {-2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0}, 3: {-2: 0, -1: 0, 0: Z x Z, 1: Z x Z, 2: 0, 3: 0}, 5: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z x Z x C2 x C2, 3: 0, 4: 0, 5: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: Z x Z, 3: C2 x C2, 4: 0, 5: 0, 6: 0}, 9: {0: 0, 1: 0, 2: 0, 3: Z x Z, 4: Z x Z x Z, 5: 0, 6: 0, 7: 0}, 11: {1: 0, 2: 0, 3: 0, 4: Z x Z, 5: Z x C2, 6: 0, 7: 0}, 13: {2: 0, 3: 0, 4: 0, 5: Z, 6: C2, 7: 0}, 15: {5: 0, 6: Z, 7: 0}}","{(1, 0): 2, (3, 0): 2, (3, 1): 2, (5, 2): 2, (7, 2): 2, (9, 3): 2, (9, 4): 3, (11, 4): 2, (11, 5): 1, (13, 5): 1, (15, 6): 1}","{(5, 2): {2: 2}, (7, 3): {2: 2}, (11, 5): {2: 1}, (13, 6): {2: 1}}",20,6,"{1: 2, 3: 4, 5: 2, 7: 2, 9: 5, 11: 3, 13: 1, 15: 1}","{0: 4, 1: 2, 2: 4, 3: 2, 4: 5, 5: 2, 6: 1}","{1: 2, 2: -2, 3: 4, 4: -2, 5: 3, 6: -2, 7: 1}"
"[1, -3, -2, -2, -1, -2, -1, -3, -2]",1,"{-17: {-8: 0, -7: 0, -6: Z, -5: 0, -4: 0}, -15: {-8: 0, -7: 0, -6: 0, -5: Z x C2, -4: 0, -3: 0}, -13: {-8: 0, -7: 0, -6: 0, -5: Z, -4: C2, -3: 0, -2: 0, -1: 0}, -11: {-7: 0, -6: 0, -5: 0, -4: Z, -3: Z x Z, -2: 0, -1: 0, 0: 0}, -9: {-6: 0, -5: 0, -4: 0, -3: 0, -2: C2 x C2, -1: 0, 0: 0, 1: 0}, -7: {-5: 0, -4: 0, -3: 0, -2: Z x Z, -1: 0, 0: 0, 1: 0}, -5: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0}, -3: {-1: 0, 0: Z, 1: 0}}","{(-17, -6): 1, (-15, -5): 1, (-13, -5): 1, (-11, -4): 1, (-11, -3): 2, (-7, -2): 2, (-5, 0): 1, (-3, 0): 1}","{(-15, -5): {2: 1}, (-13, -4): {2: 1}, (-9, -2): {2: 2}}",10,4,"{-17: 1, -15: 1, -13: 1, -11: 3, -7: 2, -5: 1, -3: 1}","{-6: 1, -5: 2, -4: 1, -3: 2, -2: 2, 0: 2}","{-8: 1, -7: -2, -6: 1, -5: -2, -4: 2, -2: 1}"
"[3, 2, 2, -3, -1, -2, -2, -2, -2]",3,"{-13: {-6: 0, -5: 0, -4: 0, -3: 0, -2: 0}, -11: {-6: 0, -5: 0, -4: Z, -3: 0, -2: 0, -1: 0}, -9: {-6: 0, -5: 0, -4: Z, -3: Z, -2: 0, -1: 0, 0: 0}, -7: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z x C2, -1: 0, 0: 0, 1: 0}, -5: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z x Z, -1: Z, 0: 0, 1: 0, 2: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z x C2, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0, 3: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: Z, 3: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z, 3: 0}}","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, 0): 1, (-1, 0): 2, (1, 2): 1, (3, 2): 1}","{(-7, -2): {2: 1}, (-3, 0): {2: 1}}",12,2,"{-11: 1, -9: 2, -7: 1, -5: 3, -3: 1, -1: 2, 1: 1, 3: 1}","{-4: 2, -3: 1, -2: 3, -1: 1, 0: 3, 2: 2}","{-5: 1, -4: -1, -3: 2, -2: -1, -1: 2, 1: 1}"
"[3, -2, -3, -3, 2, 2, 2, -3, -2]",2,"{-10: {-5: Z}, -8: {-5: 0, -4: C2, -3: 0, -2: 0, -1: 0}, -6: {-5: 0, -4: Z, -3: Z, -2: 0, -1: 0, 0: 0, 1: 0}, -4: {-5: 0, -4: 0, -3: 0, -2: Z x C2, -1: 0, 0: 0, 1: 0, 2: 0}, -2: {-5: 0, -4: 0, -3: 0, -2: Z, -1: C2, 0: 0, 1: 0, 2: 0, 3: 0}, 0: {-3: 0, -2: 0, -1: Z, 0: Z x Z, 1: 0, 2: 0, 3: 0, 4: 0}, 2: {-2: 0, -1: 0, 0: Z, 1: C2, 2: 0, 3: 0, 4: 0}, 4: {-1: 0, 0: 0, 1: Z, 2: Z, 3: 0, 4: 0}, 6: {1: 0, 2: Z, 3: 0, 4: 0}}","{(-10, -5): 1, (-6, -4): 1, (-6, -3): 1, (-4, -2): 1, (-2, -2): 1, (0, -1): 1, (0, 0): 2, (2, 0): 1, (4, 1): 1, (4, 2): 1, (6, 2): 1}","{(-8, -4): {2: 1}, (-4, -2): {2: 1}, (-2, -1): {2: 1}, (2, 1): {2: 1}}",12,4,"{-10: 1, -6: 2, -4: 1, -2: 1, 0: 3, 2: 1, 4: 2, 6: 1}","{-5: 1, -4: 1, -3: 1, -2: 2, -1: 1, 0: 3, 1: 1, 2: 2}","{-9/2: 1, -7/2: -1, -5/2: 1, -3/2: -2, -1/2: 1, 1/2: -2, 3/2: 1, 5/2: -1}"
"[-2, -3, -2, -2, 1, -3, 1, -2, -2]",3,"{-17: {-7: 0, -6: 0, -5: 0}, -15: {-7: 0, -6: 0, -5: Z, -4: 0, -3: 0}, -13: {-7: 0, -6: 0, -5: 0, -4: C2, -3: 0, -2: 0}, -11: {-7: 0, -6: 0, -5: 0, -4: Z x Z, -3: Z x Z, -2: 0, -1: 0}, -9: {-7: 0, -6: 0, -5: 0, -4: Z, -3: 0, -2: C2 x C2, -1: 0, 0: 0}, -7: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: Z x Z x Z, -1: Z, 0: 0, 1: 0, 2: 0}, -5: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z, -1: 0, 0: Z x C2, 1: 0, 2: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: Z}, 1: {2: Z}}","{(-15, -5): 1, (-11, -4): 2, (-11, -3): 2, (-9, -4): 1, (-7, -2): 3, (-7, -1): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 2): 1, (1, 2): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 2}, (-5, 0): {2: 1}}",16,4,"{-15: 1, -11: 4, -9: 1, -7: 4, -5: 2, -3: 2, -1: 1, 1: 1}","{-5: 1, -4: 3, -3: 2, -2: 4, -1: 1, 0: 3, 2: 2}","{-7: -1, -6: 1, -5: -1, -4: 2, -2: 2, 0: 1}"
"[2, 3, -2, -3, -2, -2, -2, -2, -2]",2,"{-18: {-7: 0, -6: 0, -5: 0}, -16: {-7: 0, -6: 0, -5: 0, -4: 0}, -14: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0}, -12: {-7: 0, -6: 0, -5: 0, -4: Z, -3: 0, -2: 0}, -10: {-7: 0, -6: 0, -5: 0, -4: Z, -3: Z, -2: 0, -1: 0}, -8: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: C2, -1: 0, 0: 0}, -6: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0}, -4: {-6: 0, -5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, -2: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0}}","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1,"{-12: 1, -10: 2, -6: 1, -4: 1, -2: 1}","{-4: 2, -3: 1, -2: 1, 0: 2}","{-11/2: -1, -9/2: 1, -7/2: -1, -3/2: -1}"
"[2, 1, 2, -3, 1, 2, 1, -3, 2]",1,"{-1: {-2: Z}, 1: {-2: 0, -1: C2, 0: 0, 1: 0}, 3: {-2: 0, -1: Z, 0: Z x Z, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {-2: 0, -1: 0, 0: Z, 1: Z x C2, 2: 0, 3: 0, 4: 0, 5: 0}, 7: {-2: 0, -1: 0, 0: 0, 1: Z, 2: Z x C2, 3: 0, 4: 0, 5: 0, 6: 0}, 9: {0: 0, 1: 0, 2: Z, 3: Z x C2, 4: 0, 5: 0, 6: 0, 7: 0}, 11: {1: 0, 2: 0, 3: Z, 4: Z x C2, 5: 0, 6: 0, 7: 0}, 13: {3: 0, 4: Z, 5: C2, 6: 0, 7: 0}, 15: {4: 0, 5: Z, 6: 0, 7: 0}}","{(-1, -2): 1, (3, -1): 1, (3, 0): 2, (5, 0): 1, (5, 1): 1, (7, 1): 1, (7, 2): 1, (9, 2): 1, (9, 3): 1, (11, 3): 1, (11, 4): 1, (13, 4): 1, (15, 5): 1}","{(1, -1): {2: 1}, (5, 1): {2: 1}, (7, 2): {2: 1}, (9, 3): {2: 1}, (11, 4): {2: 1}, (13, 5): {2: 1}}",14,6,"{-1: 1, 3: 3, 5: 2, 7: 2, 9: 2, 11: 2, 13: 1, 15: 1}","{-2: 1, -1: 1, 0: 3, 1: 2, 2: 2, 3: 2, 4: 2, 5: 1}","{0: 1, 1: -1, 2: 2, 3: -2, 4: 2, 5: -2, 6: 2, 7: -1}"
"[-2, -3, -3, -3, 2, 2, -3, 1, -2]",3,"{-15: {-6: Z}, -13: {-6: Z, -5: Z, -4: 0, -3: 0}, -11: {-6: 0, -5: 0, -4: Z x C2, -3: 0, -2: 0}, -9: {-6: 0, -5: 0, -4: Z, -3: Z x C2, -2: 0, -1: 0, 0: 0}, -7: {-6: 0, -5: 0, -4: 0, -3: Z, -2: Z x Z x C2, -1: 0, 0: 0, 1: 0}, -5: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z x Z, -1: C2, 0: 0, 1: 0, 2: 0}, -3: {-6: 0, -5: 0, -4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0, 3: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, 3: {0: 0, 1: 0, 2: 0, 3: 0}}","{(-15, -6): 1, (-13, -6): 1, (-13, -5): 1, (-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -3): 1, (-7, -2): 2, (-5, -2): 2, (-3, -1): 1, (-3, 0): 2, (-1, 0): 2}","{(-11, -4): {2: 1}, (-9, -3): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}}",16,4,"{-15: 1, -13: 2, -11: 1, -9: 2, -7: 3, -5: 2, -3: 3, -1: 2}","{-6: 2, -5: 1, -4: 2, -3: 2, -2: 4, -1: 1, 0: 4}","{-7: 1, -6: -1, -5: 2, -4: -2, -3: 3, -2: -1, -1: 2}"
"[3, 3, 1, -2, 3, 3, 3, -2, 3]",1,"{-1: {-2: Z}, 1: {-2: 0, -1: C2, 0: 0, 1: 0}, 3: {-2: 0, -1: Z, 0: Z x Z x Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}, 5: {-2: 0, -1: 0, 0: Z, 1: Z x C2 x C2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 7: {-2: 0, -1: 0, 0: 0, 1: Z x Z, 2: Z x Z x C2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 9: {0: 0, 1: 0, 2: Z, 3: Z x Z x C2 x C2, 4: 0, 5: 0, 6: 0, 7: 0}, 11: {1: 0, 2: 0, 3: Z x Z, 4: Z x C2 x C2, 5: 0, 6: 0, 7: 0}, 13: {3: 0, 4: Z x Z, 5: Z x C2, 6: 0, 7: 0}, 15: {4: 0, 5: Z, 6: C2, 7: 0}, 17: {5: 0, 6: Z, 7: 0}, 19: {6: 0, 7: 0}}","{(-1, -2): 1, (3, -1): 1, (3, 0): 3, (5, 0): 1, (5, 1): 1, (7, 1): 2, (7, 2): 2, (9, 2): 1, (9, 3): 2, (11, 3): 2, (11, 4): 1, (13, 4): 2, (13, 5): 1, (15, 5): 1, (17, 6): 1}","{(1, -1): {2: 1}, (5, 1): {2: 2}, (7, 2): {2: 1}, (9, 3): {2: 2}, (11, 4): {2: 2}, (13, 5): {2: 1}, (15, 6): {2: 1}}",22,10,"{-1: 1, 3: 4, 5: 2, 7: 4, 9: 3, 11: 3, 13: 3, 15: 1, 17: 1}","{-2: 1, -1: 1, 0: 4, 1: 3, 2: 3, 3: 4, 4: 3, 5: 2, 6: 1}","{0: 1, 1: -1, 2: 3, 3: -3, 4: 3, 5: -4, 6: 3, 7: -2, 8: 1}"
"[2, 1, 3, -2, 3, 3, 1, 1, -2]",1,"{-1: {-2: 0, -1: 0}, 1: {-2: 0, -1: 0, 0: 0, 1: 0}, 3: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 5: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z x Z, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 9: {-1: 0, 0: 0, 1: 0, 2: 0, 3: C2 x C2, 4: 0, 5: 0, 6: 0, 7: 0}, 11: {1: 0, 2: 0, 3: Z x Z, 4: Z, 5: 0, 6: 0, 7: 0}, 13: {3: 0, 4: 0, 5: Z x C2, 6: 0, 7: 0}, 15: {5: Z, 6: C2, 7: 0}, 17: {6: Z, 7: 0}}","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (11, 3): 2, (11, 4): 1, (13, 5): 1, (15, 5): 1, (17, 6): 1}","{(9, 3): {2: 2}, (13, 5): {2: 1}, (15, 6): {2: 1}}",10,4,"{3: 1, 5: 1, 7: 2, 11: 3, 13: 1, 15: 1, 17: 1}","{0: 2, 2: 2, 3: 2, 4: 1, 5: 2, 6: 1}","{2: 1, 4: 2, 5: -2, 6: 1, 7: -2, 8: 1}"
"[1, 2, 1, -3, -1, -2, -2, -1, -3]",3,"{-13: {-6: 0, -5: 0, -4: 0}, -11: {-6: 0, -5: 0, -4: Z, -3: 0, -2: 0}, -9: {-6: 0, -5: 0, -4: Z x Z, -3: 0, -2: 0, -1: 0, 0: 0}, -7: {-6: 0, -5: 0, -4: Z, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0}, -5: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z, -1: C2, 0: 0, 1: 0, 2: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: Z x C2, 0: Z, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z, 1: 0, 2: 0, 3: 0}, 1: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 3: {0: 0, 1: 0, 2: 0, 3: 0}}","{(-11, -4): 1, (-9, -4): 2, (-7, -4): 1, (-7, -2): 1, (-5, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 1}","{(-5, -1): {2: 1}, (-3, -1): {2: 1}}",12,2,"{-11: 1, -9: 2, -7: 2, -5: 1, -3: 2, -1: 3, 1: 1}","{-4: 4, -2: 2, -1: 2, 0: 4}","{-5: 1, -4: 1, -3: 1, 0: 1}"
"[3, 2, 1, 2, 1, -3, 2, -1, 3]",3,"{1: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, 3: {-2: 0, -1: 0, 0: Z, 1: Z, 2: 0, 3: 0}, 5: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z x C2, 3: 0, 4: 0, 5: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: Z x Z, 3: Z, 4: 0, 5: 0, 6: 0}, 9: {0: 0, 1: 0, 2: 0, 3: 0, 4: Z x C2, 5: 0, 6: 0, 7: 0}, 11: {1: 0, 2: 0, 3: 0, 4: Z x Z, 5: 0, 6: 0, 7: 0}, 13: {2: 0, 3: 0, 4: 0, 5: 0, 6: Z, 7: 0}, 15: {5: 0, 6: Z, 7: 0}}","{(1, 0): 1, (3, 0): 1, (3, 1): 1, (5, 2): 1, (7, 2): 2, (7, 3): 1, (9, 4): 1, (11, 4): 2, (13, 6): 1, (15, 6): 1}","{(5, 2): {2: 1}, (9, 4): {2: 1}}",12,2,"{1: 1, 3: 2, 5: 1, 7: 3, 9: 1, 11: 2, 13: 1, 15: 1}","{0: 2, 1: 1, 2: 3, 3: 1, 4: 3, 6: 2}","{1: 1, 2: -1, 3: 2, 4: -1, 5: 2, 7: 1}"
"[-3, -3, 1, -2, 1, -2, 1, 3, 3]",3,"{-7: {-4: 0, -3: 0, -2: 0}, -5: {-4: 0, -3: 0, -2: Z, -1: 0, 0: 0}, -3: {-4: 0, -3: 0, -2: Z, -1: C2, 0: 0, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: Z x C2, 0: Z x Z, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z x Z x Z, 1: Z, 2: 0, 3: 0, 4: 0, 5: 0}, 3: {-3: 0, -2: 0, -1: 0, 0: Z x Z, 1: Z, 2: Z x C2, 3: 0, 4: 0, 5: 0}, 5: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z x Z x C2, 3: C2, 4: 0, 5: 0}, 7: {0: 0, 1: 0, 2: Z, 3: Z x C2, 4: 0, 5: 0}, 9: {2: 0, 3: Z, 4: 0, 5: 0}, 11: {3: 0, 4: 0, 5: 0}}","{(-5, -2): 1, (-3, -2): 1, (-1, -1): 1, (-1, 0): 2, (1, -1): 1, (1, 0): 4, (1, 1): 1, (3, 0): 2, (3, 1): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1, (7, 3): 1, (9, 3): 1}","{(-3, -1): {2: 1}, (-1, -1): {2: 1}, (3, 2): {2: 1}, (5, 2): {2: 1}, (5, 3): {2: 1}, (7, 3): {2: 1}}",20,6,"{-5: 1, -3: 1, -1: 3, 1: 6, 3: 4, 5: 2, 7: 2, 9: 1}","{-2: 2, -1: 2, 0: 8, 1: 2, 2: 4, 3: 2}","{-2: 1, 0: 1, 1: 1, 2: 1, 3: 1, 4: -1}"
