,braid,free_part,torsion_part,total_num_FP,total_num_TP
7736,"[-2, 1, 2, 1, 2, -3, -1, 3, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
7737,"[-3, -1, 1, -1, -3, -3, -2, -2, 3]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
7738,"[-3, 1, -3, -1, -1, -2, 1, -2, 1]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
7739,"[-1, -2, 2, 3, -1, -1, 1, 2, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
7740,"[2, -3, -3, -2, -2, -3, 2, 2, 3]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0
7741,"[2, 1, -3, 2, -3, 1, 1, -3, -1]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6
7742,"[1, -3, 3, -3, 1, 3, -1, -3, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
7743,"[3, 2, -1, 1, 1, 1, 3, 2, -2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
7744,"[3, 2, -2, -2, -1, 2, -2, 1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7745,"[3, 3, 1, -1, 3, 3, -3, 3, -1]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2
7746,"[2, -3, 2, -3, 2, 1, -1, 2, 1]","{(-3, -2): 1, (1, -1): 1, (1, 0): 2, (3, 0): 1, (3, 1): 1, (5, 1): 1, (5, 2): 1, (7, 2): 1, (7, 3): 1, (9, 3): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 1}, (9, 4): {2: 1}}",12,5
7747,"[-2, 2, -2, -3, 2, 2, 1, 1, -2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
7748,"[-1, -1, -2, 1, 1, 1, -1, -2, -2]","{(-12, -5): 1, (-8, -4): 1, (-8, -3): 1, (-6, -2): 1, (-4, -2): 1, (-2, -1): 1, (-2, 0): 2, (0, 0): 2}","{(-10, -4): {2: 1}, (-6, -2): {2: 1}, (-4, -1): {2: 1}}",10,3
7749,"[1, 1, 1, -2, -1, 2, -1, -1, 1]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
7750,"[3, -3, 1, -3, -3, 3, -2, -3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7751,"[-1, 3, -1, -3, 3, 1, 1, -3, -1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
7752,"[-1, -2, -1, -2, -1, -1, -3, 2, -2]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2
7753,"[-2, 2, 1, 3, -3, -3, 2, 1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7754,"[1, 2, -2, 1, 1, 3, -3, -3, 1]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2
7755,"[1, -2, 3, 2, 3, -1, -1, -2, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
7756,"[1, -3, -3, -3, 3, 2, 1, 1, 2]","{(-3, -2): 1, (-1, -2): 1, (1, 0): 2, (3, 0): 1, (5, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 4): 1}","{(3, 1): {2: 1}, (7, 3): {2: 1}}",12,2
7757,"[2, -2, 3, 2, -3, -2, -1, 1, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
7758,"[2, 1, 3, -2, 1, 1, 3, -3, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
7759,"[-1, 2, 2, 2, -3, 1, -3, -2, -1]","{(-9, -4): 1, (-5, -3): 1, (-5, -2): 3, (-3, -2): 2, (-3, -1): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 3, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-7, -3): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",20,6
7760,"[-1, -1, 3, -3, 3, 3, 3, 2, 2]","{(-3, -2): 1, (-1, -2): 1, (1, 0): 3, (3, 0): 2, (5, 1): 1, (5, 2): 3, (7, 2): 1, (9, 3): 2, (9, 4): 1, (13, 5): 1}","{(3, 1): {2: 1}, (7, 3): {2: 2}, (11, 5): {2: 1}}",16,4
7761,"[2, 1, 3, 2, -3, -2, -2, -3, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7762,"[-2, -1, -1, 1, -3, -3, 2, -3, -3]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
7763,"[-1, 2, 2, -2, 3, -2, 2, 3, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
7764,"[-3, 3, -1, -3, -2, -2, -3, 2, 2]","{(-9, -4): 1, (-7, -4): 1, (-5, -2): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 2}","{(-3, -1): {2: 1}}",10,1
7765,"[-1, -2, 2, -2, 2, -1, 2, -3, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7766,"[1, -1, -1, -1, 2, 2, -3, 3, 2]","{(-4, -2): 1, (-2, -2): 1, (0, 0): 2, (2, 0): 1, (4, 1): 1, (4, 2): 1, (8, 3): 1}","{(2, 1): {2: 1}, (6, 3): {2: 1}}",8,2
7767,"[-3, -3, -2, -1, -2, 1, 2, -2, -2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
7768,"[2, 3, -2, 3, 2, 1, 3, 1, 1]","{(3, 0): 1, (5, 0): 1, (7, 2): 3, (9, 2): 2, (11, 3): 1, (11, 4): 3, (13, 4): 1, (15, 5): 2, (15, 6): 1, (19, 7): 1}","{(9, 3): {2: 1}, (13, 5): {2: 2}, (17, 7): {2: 1}}",16,4
7769,"[1, 2, -3, 3, -1, 2, -1, 2, -1]","{(-4, -2): 1, (0, -1): 1, (0, 0): 2, (2, 0): 2, (2, 1): 1, (4, 2): 1, (6, 2): 1, (8, 3): 1}","{(-2, -1): {2: 1}, (4, 2): {2: 1}, (6, 3): {2: 1}}",10,3
7770,"[3, -1, -1, 1, -2, -2, 2, -2, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
7771,"[1, 3, -1, -3, 3, -2, -1, -3, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
7772,"[-2, -2, -2, -2, 2, -3, -2, -1, 3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
7773,"[-2, -2, 2, 1, 3, 3, -1, 3, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
7774,"[1, -3, -3, 2, 2, 1, -2, 1, 3]","{(1, 0): 1, (3, 0): 1, (3, 1): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (13, 5): 1}","{(5, 2): {2: 1}, (7, 3): {2: 1}, (11, 5): {2: 1}}",8,3
7775,"[-3, 1, -2, 1, 1, -3, 3, -3, 1]","{(-3, -2): 1, (-1, -2): 1, (1, 0): 2, (3, 0): 1, (5, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 4): 1}","{(3, 1): {2: 1}, (7, 3): {2: 1}}",12,2
7776,"[-3, -1, -2, 3, 2, 3, 3, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7777,"[1, 1, -2, 1, -3, 1, -1, -2, -3]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6
7778,"[-3, -3, 3, 1, 3, 1, -1, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7779,"[2, 2, -2, 2, 3, 1, 1, 2, 3]","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (9, 2): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1, (15, 5): 1, (15, 6): 1, (17, 6): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",12,2
7780,"[3, 1, 1, 1, 3, -1, -1, 2, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
7781,"[1, -1, -3, 2, 2, -3, 1, -3, -1]","{(-9, -3): 1, (-7, -3): 1, (-5, -2): 1, (-5, -1): 1, (-3, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 3, (1, 0): 2, (1, 2): 1, (3, 2): 2, (5, 2): 1}","{(-7, -2): {2: 1}, (-5, -2): {2: 1}, (-3, 0): {2: 1}, (-1, 0): {2: 1}}",16,4
7782,"[-2, -3, 3, -3, -1, -2, 2, 2, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7783,"[-1, -2, 3, 3, -2, -1, -2, -2, 1]","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, 0): 1, (-1, 0): 2, (1, 2): 1, (3, 2): 1}","{(-7, -2): {2: 1}, (-3, 0): {2: 1}}",12,2
7784,"[2, -1, 2, 2, -2, -2, 2, 1, -2]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0
7785,"[3, 3, -3, -1, 2, -3, -1, -3, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
7786,"[-2, 3, 3, -3, 3, 3, -2, 2, -3]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
7787,"[2, -3, 1, -2, 1, -1, -3, -1, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
7788,"[-3, -3, -1, -3, 2, -1, 1, -2, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
7789,"[3, -1, -3, -3, -1, 1, -2, -1, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7790,"[2, 1, -3, 2, -2, 2, -1, -2, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7791,"[-3, -2, 1, 1, -1, -2, 2, -1, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
7792,"[2, 3, 3, -3, 1, -2, -1, -2, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
7793,"[-1, 2, 3, 3, 1, -2, 2, -2, -2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7794,"[-3, 1, -2, -2, -1, -1, 3, -3, -1]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
7795,"[-1, 2, 1, -3, -1, 1, 2, 3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7796,"[1, 1, -2, -2, 2, 3, -1, -3, -2]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
7797,"[1, -1, 1, -1, -3, 1, 1, 1, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
7798,"[-3, 1, -1, -1, -2, 1, -3, 2, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7799,"[2, -1, 3, 3, -2, -3, -3, 2, 1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7800,"[-2, 3, -3, -1, 3, 1, -1, 2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7801,"[-1, 1, -3, -1, 1, -2, 2, -3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7802,"[-2, -3, -3, -2, 2, 1, 2, 1, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
7803,"[-2, 3, 1, -2, -3, -2, -3, -1, -3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
7804,"[-3, -1, -1, 1, 3, 1, -1, -2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7805,"[2, 1, -1, -3, -1, 3, 1, -2, -3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
7806,"[-1, 2, -2, 3, -2, -1, 3, -3, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7807,"[2, -1, -2, -1, 3, -1, -2, 2, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7808,"[-2, -1, -2, -1, 3, -3, -3, -3, -2]","{(-17, -6): 1, (-15, -6): 1, (-15, -5): 1, (-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -2): 1, (-7, -2): 2, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",12,2
7809,"[2, 2, -2, 1, 1, 1, -3, -3, 2]","{(-3, -2): 1, (-1, -2): 1, (1, 0): 3, (3, 0): 2, (5, 1): 1, (5, 2): 3, (7, 2): 1, (9, 3): 2, (9, 4): 1, (13, 5): 1}","{(3, 1): {2: 1}, (7, 3): {2: 2}, (11, 5): {2: 1}}",16,4
7810,"[1, 3, -2, -3, -2, -3, 3, -2, -3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
7811,"[-2, -1, -1, -1, 2, 3, -3, 1, 1]","{(-8, -3): 1, (-4, -2): 1, (-4, -1): 1, (-2, 0): 1, (0, 0): 2, (2, 2): 1, (4, 2): 1}","{(-6, -2): {2: 1}, (-2, 0): {2: 1}}",8,2
7812,"[-3, 1, -2, -2, -2, 1, -1, -1, -3]","{(-15, -5): 1, (-13, -5): 1, (-11, -4): 1, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-9, -2): 1, (-7, -2): 3, (-5, -2): 2, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-13, -4): {2: 1}, (-11, -4): {2: 1}, (-9, -2): {2: 1}, (-7, -2): {2: 1}}",16,4
7813,"[2, 1, -1, -1, 3, 1, 1, 1, -2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
7814,"[2, -1, -2, -2, 2, -2, 3, 1, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7815,"[-1, -3, 2, -3, -2, 3, 2, 3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
7816,"[-3, -3, -3, 2, -2, 2, -1, 2, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7817,"[-2, -3, -3, 3, 3, 1, -1, 3, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
7818,"[-2, -2, -1, -1, -3, -1, -3, 3, -3]","{(-19, -7): 1, (-15, -6): 1, (-15, -5): 2, (-13, -4): 1, (-11, -4): 3, (-11, -3): 1, (-9, -2): 2, (-7, -2): 3, (-5, 0): 1, (-3, 0): 1}","{(-17, -6): {2: 1}, (-13, -4): {2: 2}, (-9, -2): {2: 1}}",16,4
7819,"[3, -3, 3, -2, -1, -3, 2, 3, -2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7820,"[2, 3, -2, 3, 1, -3, -2, -1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7821,"[3, -1, -3, -1, -2, 1, 3, 1, -3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
7822,"[3, -3, 1, 3, -1, 3, -2, -3, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
7823,"[-3, -2, -2, 2, 2, 1, 1, 1, -3]","{(-5, -2): 1, (-3, -2): 2, (-1, -2): 1, (-1, 0): 2, (1, 0): 3, (3, 0): 1, (3, 1): 1, (3, 2): 1, (5, 1): 1, (5, 2): 1, (7, 3): 1, (9, 3): 1}","{(1, 1): {2: 1}, (3, 1): {2: 1}, (5, 3): {2: 1}, (7, 3): {2: 1}}",16,4
7824,"[-1, -2, -3, -2, -2, 3, 3, 3, -2]","{(-9, -4): 1, (-7, -4): 1, (-5, -2): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 2}","{(-3, -1): {2: 1}}",10,1
7825,"[-1, 1, 1, -3, 3, 2, -3, 3, -1]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0
7826,"[-1, 1, 2, -3, 2, -3, -2, -2, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7827,"[3, 3, -3, 3, -2, -3, 2, 1, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7828,"[1, 3, 3, 3, 3, -1, -1, -1, -3]","{(-5, -2): 1, (-3, -2): 2, (-1, -2): 1, (-1, 0): 2, (1, 0): 3, (3, 0): 1, (3, 1): 1, (3, 2): 1, (5, 1): 1, (5, 2): 1, (7, 3): 1, (9, 3): 1}","{(1, 1): {2: 1}, (3, 1): {2: 1}, (5, 3): {2: 1}, (7, 3): {2: 1}}",16,4
7829,"[-3, 1, 2, -2, -1, -2, -1, 1, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7830,"[-3, -2, -1, 1, -1, 3, -2, 2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7831,"[2, -1, -2, 1, -3, 3, -2, -2, 1]","{(-8, -3): 1, (-4, -2): 1, (-4, -1): 1, (-2, 0): 1, (0, 0): 2, (2, 2): 1, (4, 2): 1}","{(-6, -2): {2: 1}, (-2, 0): {2: 1}}",8,2
7832,"[1, -3, -2, -2, -1, -2, -3, 3, -3]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
7833,"[-2, -3, 1, -2, -3, -2, -3, 2, 1]","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 2, (-7, -2): 1, (-5, -2): 2, (-3, -1): 1, (-3, 0): 3, (-1, 0): 3, (-1, 1): 1, (3, 2): 1}","{(-7, -2): {2: 2}, (-5, -1): {2: 1}, (1, 2): {2: 1}}",16,4
7834,"[-1, 2, 3, -2, 1, 2, 1, 1, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
7835,"[-2, -1, 2, 2, 1, 2, 1, -3, -2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
7836,"[-1, -3, 2, -3, -2, 3, -2, 3, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7837,"[3, 1, 3, -1, -2, 1, -2, 3, -3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7838,"[3, -3, -1, -2, 3, 3, 1, -2, 2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
7839,"[-3, -3, 1, -3, -2, -1, 2, 1, 1]","{(-7, -3): 1, (-3, -2): 1, (-3, -1): 1, (-1, 0): 2, (1, 0): 2, (3, 1): 1, (3, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (5, 3): {2: 1}}",10,4
7840,"[1, 2, -3, -3, -3, -1, 2, -2, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
7841,"[1, 3, 1, 2, -3, 2, -2, 1, 1]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2
7842,"[1, 2, 2, 3, 2, 2, -1, 1, -3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
7843,"[3, 1, 1, -2, 2, -2, -1, -2, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
7844,"[1, -3, 1, 3, -1, -3, 1, -1, 3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
7845,"[-2, 2, -3, -1, 1, -1, 1, -3, 2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
7846,"[2, 1, -2, 3, -2, 1, 3, 1, 2]","{(1, 0): 2, (3, 0): 1, (3, 1): 2, (5, 1): 1, (5, 2): 2, (7, 2): 2, (7, 3): 2, (9, 3): 2, (9, 4): 2, (11, 4): 2, (11, 5): 1, (13, 5): 2, (13, 6): 1, (15, 6): 1, (17, 7): 1}","{(3, 1): {2: 1}, (5, 2): {2: 2}, (7, 3): {2: 2}, (9, 4): {2: 2}, (11, 5): {2: 2}, (13, 6): {2: 1}, (15, 7): {2: 1}}",24,11
7847,"[3, -1, -2, 3, 3, 1, -3, -2, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
7848,"[-2, 3, -1, 1, 3, 1, 2, -2, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
7849,"[3, 3, -2, -2, -3, -3, 2, 3, 1]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6
7850,"[-1, 1, 3, -3, -2, -1, 1, -2, 3]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
7851,"[-3, 3, 3, -2, -2, -1, 2, 1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
7852,"[1, 1, 3, -2, 2, -3, -2, -1, 2]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
7853,"[-3, -3, -3, -3, -3, 1, -1, -3, 3]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2
7854,"[2, -3, 1, -2, 2, -1, -3, 2, 1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7855,"[-3, 2, -1, 2, -1, -1, 3, 3, 3]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 3, (1, 1): 1, (3, 1): 1, (3, 2): 2, (5, 2): 3, (5, 3): 1, (9, 4): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (7, 4): {2: 1}}",20,6
7856,"[1, -3, -2, -1, -1, -1, 1, -2, 1]","{(-9, -4): 1, (-7, -4): 1, (-5, -2): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 2}","{(-3, -1): {2: 1}}",10,1
7857,"[1, -1, -3, 2, 2, -1, -2, 1, -3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
7858,"[2, 2, 3, -1, -1, -3, 2, 2, 2]","{(-3, -2): 1, (-1, -2): 2, (1, -2): 1, (1, 0): 2, (3, 0): 3, (5, 0): 1, (5, 1): 1, (5, 2): 2, (7, 1): 1, (7, 2): 2, (9, 3): 2, (9, 4): 1, (11, 3): 2, (11, 4): 1, (13, 5): 1, (15, 5): 1}","{(3, 1): {2: 1}, (5, 1): {2: 1}, (7, 3): {2: 2}, (9, 3): {2: 2}, (11, 5): {2: 1}, (13, 5): {2: 1}}",24,8
7859,"[3, 2, 1, 2, -3, -1, 2, -3, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
7860,"[3, -1, 1, 1, -3, -2, -1, -1, 2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
